#ID               Station ID
#LAT              Latitude (NAD27, decimal degrees)
#LONG             Longitude (NAD27, decimal degrees)
#UTM10x_NAD83     Easting (NAD83 Zone 10N, meters)
#UTM10y_NAD83     Northing (NAD83 Zone 10N, meters)
#ELEV_m           Elevation (NGVD29, meters)
#CBA              Complete Bouger Anomaly (mGal)
#ISO              Isostatic Anomaly (mGal)
#OG               Observed Gravity (mGal)
#FTC              Field Terrain Correction (calculated out to 68m from station, mGal)
#TTC              Total Terrain Correction (calculated from 68m to 166.7km from station, mGal)

ID,LAT,LONG,UTM10x_NAD83,UTM10y_NAD83,ELEV_M,CBA,ISO,OG,FTC,TTC
19GY4081,38.92495983,-122.88039217,510274.459,4308442.230,452.690,-31.138,-1.288,979952.354,0.040,1.630
19GY4082,38.96873033,-122.90761633,507909.594,4313296.619,451.860,-22.854,8.436,979964.990,0.010,1.310
19GY4083,38.98733783,-122.99361667,500459.043,4315357.431,671.350,-27.948,2.052,979915.681,0.520,4.250
19GY4084,38.97446717,-123.01344417,498741.581,4313929.256,459.990,-25.781,3.249,979956.371,0.580,5.920
19GY4085,38.97048517,-123.03092683,497226.990,4313487.748,260.050,-24.987,3.493,979998.009,0.010,3.800
19GY4086,38.96136633,-123.02689533,497575.941,4312475.733,287.180,-24.362,3.808,979993.346,0.030,2.980
19GY4087,38.95535117,-123.01810233,498337.645,4311808.053,353.280,-23.684,4.396,979980.726,0.040,2.830
19GY4088,38.96684167,-123.04082667,496369.185,4313083.772,249.410,-27.906,0.144,979998.436,0.000,2.210
19GY4089,38.97359867,-123.03714017,496688.869,4313833.450,263.630,-27.280,1.170,979995.742,0.020,3.350
19GY4090,38.97643867,-123.04862467,495694.176,4314149.069,239.000,-29.246,-0.966,979999.749,0.000,2.440
19GY4091,38.97795217,-123.05824117,494861.275,4314317.509,213.590,-28.783,-0.683,980005.210,0.220,2.540
19GY4092,38.97639033,-123.06970067,493868.508,4314144.891,174.340,-30.218,-2.488,980011.434,0.010,2.410
19GY4093,38.97343000,-123.08410700,492620.286,4313817.440,162.780,-30.765,-3.595,980013.523,0.010,1.770
19GY4094,38.97709517,-123.09834483,491387.351,4314225.395,151.110,-27.815,-0.885,980019.147,0.010,1.700
19GY4095,38.97240817,-123.10190467,491078.408,4313705.623,148.450,-24.451,2.149,980022.696,0.010,1.620
19GY4096,38.97150633,-123.12796883,488820.386,4313608.396,157.780,-19.659,6.121,980025.096,0.060,2.110
19GY4097,38.96203067,-123.14939817,486962.261,4312559.721,174.400,-20.701,4.019,980018.309,0.000,3.770
19GY4098,38.93413367,-122.93322350,505693.999,4309455.551,483.070,-26.593,2.557,979948.341,0.500,5.060
19GY4099,38.94432233,-122.96946567,502552.352,4310584.490,671.080,-24.599,4.051,979917.108,0.050,2.420
19GY4100,38.93684033,-122.98470833,501231.532,4309753.895,684.590,-23.951,3.959,979913.382,0.450,3.490
19GY4101,38.94697083,-122.99053983,500725.992,4310877.988,576.220,-23.767,4.533,979935.588,0.300,3.560
19GY4102,38.94218383,-123.01388067,498703.223,4310346.833,514.380,-23.855,3.655,979946.179,0.300,4.550
19GY4103,38.94520383,-123.02949183,497350.397,4310682.278,348.610,-24.321,3.009,979979.984,0.500,2.950
19GY4104,38.94932067,-123.03943167,496489.198,4311139.442,274.780,-25.131,2.159,979994.035,0.450,2.880
19GY4105,38.95453917,-123.04778133,495765.955,4311718.876,245.130,-26.182,1.128,980000.009,0.030,2.110
19GY4106,38.96035617,-123.05541283,495105.081,4312364.753,238.440,-27.201,0.169,980000.831,0.030,2.090
19GY4107,38.94475200,-123.06089083,494629.297,4310633.489,332.610,-25.595,0.865,979982.507,0.030,2.240
19GY4108,38.94867533,-123.07747533,493192.429,4311069.944,248.740,-24.247,1.983,980000.920,0.030,1.910
19GY4109,38.96856317,-123.07401717,493493.895,4313276.616,169.340,-31.065,-3.835,980011.342,0.010,1.940
19GY4110,38.96096117,-123.06698583,494102.417,4312432.563,179.410,-29.411,-2.311,980010.386,0.010,1.910
19GY4111,39.00094317,-123.08225383,492783.577,4316870.401,257.290,-28.217,0.183,979998.462,0.010,3.350
19GY4112,39.00538833,-123.06303267,494448.338,4317362.349,435.070,-27.753,1.307,979963.696,0.100,4.230
19GY4113,39.00035950,-123.11658617,489810.552,4316808.878,158.020,-25.435,1.955,980021.814,0.020,2.120
19GY4114,38.88539567,-123.05310083,495300.555,4304046.442,135.800,-22.621,1.379,980017.384,0.100,3.540
19GY4115,38.87448667,-123.04425117,496067.532,4302835.495,130.860,-21.412,2.268,980017.834,0.080,4.300
19GY4116,38.85414900,-123.03019317,497286.274,4300578.197,118.000,-19.761,3.279,980019.400,0.250,5.100
19GY4117,38.84530533,-123.01760517,498378.367,4299596.562,136.080,-18.754,4.156,980016.424,0.100,4.770
19GY4118,38.82842783,-122.99706233,500161.184,4297723.590,163.160,-21.748,0.772,980007.400,0.180,4.020
19GY4119,38.88398450,-122.88882000,509549.429,4303894.382,807.580,-32.751,-5.201,979875.576,0.050,3.760
19GY4120,38.81789250,-122.96205867,503200.089,4296555.209,209.720,-24.112,-1.322,979994.321,0.040,4.710
19GY4121,38.81697933,-122.94011117,505105.543,4296454.898,203.770,-25.642,-2.372,979994.482,0.020,4.100
19GY4122,38.81247583,-122.92945133,506031.382,4295955.825,217.280,-26.125,-2.845,979991.292,0.090,3.770
19GY4123,38.82640667,-122.91913867,506925.383,4297502.412,251.380,-28.646,-4.386,979980.870,0.210,6.240
19GY4124,38.83040517,-122.90033600,508557.072,4297947.721,261.680,-32.756,-7.866,979973.550,0.080,7.790
19GY4125,38.72269183,-122.97633283,501963.600,4285990.875,77.400,-19.819,-2.579,980019.341,0.030,1.420
19GY4126,38.73425017,-122.98195267,501474.808,4287273.323,108.450,-20.449,-2.669,980013.738,0.040,1.350
19GY4127,38.74577367,-122.98720233,501018.344,4288551.941,144.940,-21.624,-3.334,980006.654,0.060,1.150
19GY4128,38.75725083,-122.98937067,500829.760,4289825.473,110.600,-23.407,-4.517,980012.701,0.020,1.040
19GY4129,38.76694117,-122.99450717,500383.389,4290900.718,93.690,-23.327,-4.027,980016.769,0.010,1.210
19GY4130,38.78215717,-122.98560083,501156.884,4292589.242,87.680,-22.828,-2.478,980018.855,0.040,2.140
19GY4131,38.80629500,-122.98992917,500780.634,4295267.651,97.990,-21.407,0.153,980018.954,0.010,3.580
19GY4132,38.81511533,-123.00109883,499810.786,4296246.356,92.000,-19.521,2.229,980023.939,0.000,2.430
19GY4133,38.77181300,-123.02084133,498095.666,4291441.511,175.950,-22.099,-3.159,980002.341,0.050,1.230
19GY4134,38.77273983,-123.01013667,499025.608,4291544.199,156.570,-22.689,-3.449,980005.418,0.070,1.430
19GY4135,38.81128333,-123.02060650,498117.053,4295821.337,109.340,-18.837,2.243,980021.648,0.000,1.680
19GY4136,38.80927167,-123.02837633,497442.378,4295598.293,153.130,-18.266,2.504,980012.939,0.220,2.230
19GY4137,38.82644917,-123.03527950,496843.738,4297504.614,111.760,-15.739,5.771,980024.333,0.000,2.960
19GY4138,39.06595150,-122.48455967,544498.977,4324207.555,818.210,-43.196,-10.026,979879.324,0.030,3.580
19GY4139,39.08112700,-122.48017117,544869.015,4325893.765,941.120,-43.873,-10.563,979853.413,0.050,6.100
19GY4140,39.06612817,-122.50669417,542583.917,4324216.537,644.180,-44.517,-10.587,979912.557,0.100,3.090
19GY4141,39.08186867,-122.53218600,540369.523,4325951.623,457.040,-43.811,-8.641,979952.400,0.030,1.940
19GY4142,39.05406617,-122.49148667,543907.067,4322885.251,829.650,-44.948,-11.838,979873.491,0.200,4.370
19GY4143,39.04937600,-122.46809883,545933.838,4322376.354,767.930,-46.242,-13.882,979883.840,0.050,4.390
19GY4144,39.03578717,-122.45609617,546981.502,4320874.531,671.410,-46.225,-14.485,979903.257,0.030,2.670
19GY4145,39.02752533,-122.49833567,543330.674,4319936.700,694.320,-43.599,-10.889,979900.171,0.050,3.170
19GY4146,39.04097400,-122.49724683,543416.678,4321429.629,741.490,-44.692,-11.712,979891.370,0.050,2.840
19GY4147,39.03393717,-122.51279317,542075.404,4320641.425,641.560,-45.332,-12.062,979909.575,0.030,2.920
19GY4148,39.02746833,-122.56578083,537492.569,4319900.350,331.420,-49.534,-15.094,979965.826,0.020,2.530
19GY4149,39.03577367,-122.55311133,538584.729,4320827.307,354.420,-51.220,-16.810,979958.880,0.040,4.030
18GY2026,38.76902367,-122.74928933,521686.688,4291161.627,759.870,-37.077,-13.047,979869.910,0.030,4.280
18GY2001,38.77849250,-122.74348467,522188.023,4292213.734,836.770,-37.480,-12.920,979853.605,0.040,5.970
18GY2002,38.78103417,-122.74475467,522076.919,4292495.462,912.870,-37.632,-12.992,979837.223,0.200,7.530
18GY2003,38.77750400,-122.74770433,521821.790,4292103.025,806.360,-37.956,-13.486,979859.533,0.050,5.430
18GY2004,38.77777567,-122.74976267,521642.910,4292132.680,813.180,-38.412,-13.952,979857.706,0.130,5.490
18GY2005,38.77504550,-122.75248767,521407.024,4291829.083,737.220,-38.447,-14.127,979872.994,0.030,4.790
18GY2006,38.77850217,-122.76499883,520319.221,4292209.786,714.810,-37.310,-12.960,979877.920,0.040,5.690
18GY2007,38.78061900,-122.76156217,520617.130,4292445.453,809.520,-38.424,-13.964,979858.522,0.020,5.630
18GY2008,38.77799567,-122.75528083,521163.513,4292155.796,852.230,-38.214,-13.834,979849.931,0.010,5.840
18GY2009,38.78320083,-122.76280717,520508.245,4292731.665,799.010,-38.498,-13.908,979860.392,0.050,5.970
18GY2010,38.78621583,-122.77468350,519475.867,4293063.617,608.900,-40.346,-15.666,979895.833,0.000,6.140
18GY2011,38.78821583,-122.77777517,519206.803,4293284.891,604.250,-40.424,-15.664,979897.230,0.010,5.750
18GY2012,38.79112600,-122.78262817,518784.544,4293606.805,643.050,-39.956,-15.136,979890.656,0.040,5.460
18GY2013,38.79319267,-122.78541650,518541.844,4293835.562,675.240,-39.684,-14.824,979884.854,0.020,5.420
18GY2014,38.79567450,-122.77871333,519123.320,4294112.347,815.010,-38.605,-13.585,979857.606,0.040,6.620
18GY2015,38.79647800,-122.77286867,519630.665,4294202.752,896.890,-38.142,-13.042,979840.725,0.200,8.010
18GY2016,38.79641633,-122.76241567,520538.440,4294198.215,975.300,-38.102,-12.902,979826.320,0.030,7.100
18GY2017,38.79444800,-122.75928083,520811.251,4293980.511,975.290,-37.656,-12.526,979827.103,0.010,6.590
18GY2018,38.79874667,-122.75861917,520867.453,4294457.666,974.000,-38.656,-13.296,979825.566,0.020,7.760
18GY2019,38.80262333,-122.75822750,520900.328,4294887.931,1091.970,-38.394,-12.894,979799.750,0.420,11.080
18GY2020,38.79153450,-122.76356383,520440.132,4293656.243,935.300,-37.189,-12.239,979834.512,0.130,7.220
18GY2021,38.78814100,-122.76708717,520135.097,4293278.897,884.450,-38.166,-13.416,979842.539,0.030,7.870
18GY2022,38.78593933,-122.75894233,520843.136,4293036.421,1007.700,-37.394,-12.724,979816.588,0.060,10.270
18GY2023,38.77253400,-122.74000133,522492.478,4291553.402,940.370,-36.986,-12.766,979832.885,0.040,6.380
18GY2024,38.77062217,-122.74785600,521810.720,4291339.346,774.040,-37.757,-13.637,979866.639,0.060,4.240
18GY2025,38.76547683,-122.75095917,521542.692,4290767.656,826.280,-36.348,-12.578,979856.491,0.160,5.120
18GY2027,38.77552250,-122.73266017,523129.242,4291886.859,989.020,-36.132,-11.672,979823.598,0.070,7.260
18GY2028,38.78168100,-122.73826483,522640.425,4292568.830,1020.980,-37.169,-12.479,979816.367,0.030,7.740
18GY2029,38.78457933,-122.74101483,522400.650,4292889.764,1083.970,-37.405,-12.625,979802.242,0.050,9.550
18GY2030,38.78874617,-122.74343800,522188.886,4293351.546,1095.210,-37.530,-12.570,979801.013,0.060,8.820
18GY2031,38.78964633,-122.74308300,522219.437,4293451.519,1094.720,-37.841,-12.831,979800.678,0.080,9.020
18GY2032,38.79315150,-122.74271300,522250.478,4293840.562,1117.110,-37.775,-12.605,979795.798,0.040,9.890
18GY2033,38.79100800,-122.74666617,521907.820,4293601.749,1148.280,-37.194,-12.194,979789.014,0.200,10.960
18GY2034,38.78884783,-122.75056433,521569.924,4293361.114,1141.920,-37.169,-12.319,979790.305,0.020,10.750
18GY2035,38.78772283,-122.74679783,521897.395,4293237.177,1195.610,-37.199,-12.399,979776.058,0.050,14.350
18GY2036,38.78751633,-122.73891317,522582.262,4293216.188,1031.930,-37.089,-12.109,979814.948,0.030,7.610
18GY2037,38.79077817,-122.73371683,523032.525,4293579.441,935.290,-36.972,-11.692,979835.174,0.020,6.710
18GY2038,38.79472000,-122.73474017,522942.381,4294016.589,1024.310,-37.893,-12.483,979814.933,0.020,8.950
18GY2039,38.81347050,-122.76962550,519907.556,4296089.039,1085.410,-39.530,-13.630,979803.816,0.020,8.120
18GY2040,38.81423050,-122.76351917,520437.497,4296174.727,1126.700,-40.361,-14.361,979793.966,0.100,9.120
18GY2041,38.81295383,-122.75600767,521090.026,4296034.774,1227.010,-42.610,-16.660,979769.533,0.020,11.540
18GY2042,38.80740033,-122.75319933,521335.515,4295419.181,1283.380,-42.325,-16.645,979757.002,0.030,12.820
18GY2043,38.80973217,-122.75106783,521519.886,4295678.437,1256.010,-43.131,-17.281,979763.325,0.030,11.260
18GY2044,38.80908367,-122.74845967,521746.539,4295607.095,1305.140,-43.991,-18.181,979750.911,0.050,13.130
18GY2045,38.81266717,-122.75177283,521457.789,4296003.955,1228.600,-43.155,-17.155,979769.091,0.040,11.100
18GY2046,38.81288383,-122.74765967,521814.837,4296028.974,1247.830,-44.592,-18.552,979763.346,0.060,11.660
18GY2047,38.81129567,-122.74268483,522247.258,4295853.947,1349.900,-46.258,-20.298,979737.327,0.040,15.870
18GY2048,38.80786067,-122.73427017,522978.959,4295474.870,1428.920,-46.465,-20.635,979715.567,0.020,21.630
18GY2049,38.81582067,-122.74714133,521858.938,4296354.987,1193.030,-44.462,-18.232,979775.571,0.020,10.560
18GY2050,38.81917267,-122.74608317,521949.773,4296727.200,1118.920,-44.491,-18.041,979791.896,0.070,9.020
18GY2051,38.82289617,-122.74532817,522014.166,4297140.564,1047.290,-43.647,-16.967,979808.417,0.050,7.700
18GY2052,38.82598117,-122.75058300,521557.061,4297481.636,916.900,-41.500,-14.650,979838.706,0.040,5.360
18GY2053,38.82098917,-122.75341783,521312.475,4296927.026,954.790,-41.253,-14.693,979830.014,0.080,6.440
18GY2054,38.81807417,-122.75621433,521070.568,4296602.909,1038.910,-41.083,-14.743,979811.546,0.120,8.350
18GY2055,38.81651733,-122.75907417,520822.745,4296429.495,1059.720,-40.847,-14.647,979807.840,0.050,8.080
18GY2056,38.81480383,-122.77458867,519476.283,4296235.919,1061.700,-37.640,-11.720,979811.368,0.040,7.220
18GY2057,38.81461867,-122.78044850,518967.584,4296214.134,1085.650,-38.206,-12.386,979803.955,0.080,9.360
18GY2058,38.81248367,-122.78689983,518408.034,4295975.897,1059.390,-38.858,-13.218,979808.367,0.040,9.250
18GY2059,38.81237850,-122.79236133,517933.880,4295963.135,1022.720,-39.411,-13.841,979815.806,0.030,8.430
18GY2060,38.81321183,-122.79615283,517604.486,4296054.865,976.580,-39.704,-14.124,979825.700,0.020,7.350
18GY2061,38.81719367,-122.81280400,516157.902,4296493.621,950.450,-40.606,-15.076,979828.105,0.100,9.510
18GY2062,38.81953033,-122.81576717,515900.127,4296752.388,936.020,-41.526,-15.926,979831.367,0.030,8.360
18GY2063,38.81940367,-122.82316200,515258.180,4296737.065,902.880,-41.166,-15.676,979838.543,0.020,8.020
18GY2064,38.81993367,-122.82665017,514955.247,4296795.296,879.660,-41.153,-15.673,979843.898,0.020,7.270
18GY2065,38.82601883,-122.84688783,513197.218,4297467.404,836.220,-39.163,-13.713,979854.227,0.020,7.970
18GY2066,38.82588367,-122.85085767,512852.637,4297451.836,775.550,-38.641,-13.241,979867.880,0.050,6.700
18GY2067,38.82962883,-122.85122767,512819.842,4297867.368,718.310,-39.635,-14.015,979879.496,0.200,5.620
18GY2068,38.83166733,-122.84608967,513265.447,4298094.311,687.450,-40.295,-14.455,979885.334,0.200,5.340
18GY2069,38.83314750,-122.84139483,513672.670,4298259.256,644.960,-40.979,-14.939,979893.822,0.020,4.610
18GY2070,38.83276583,-122.83714167,514041.908,4298217.553,580.150,-42.024,-15.894,979905.419,0.020,4.610
18GY2071,38.83379267,-122.83181683,514503.882,4298332.335,551.070,-42.825,-16.525,979910.175,0.050,4.830
18GY2072,38.83752600,-122.83518333,514210.934,4298746.076,607.920,-42.523,-16.123,979900.139,0.100,4.380
18GY2073,38.83947617,-122.83539000,514192.607,4298962.446,647.660,-42.456,-15.986,979892.676,0.020,4.310
18GY2074,38.84080467,-122.83027367,514636.377,4299110.677,713.990,-43.401,-16.811,979879.082,0.030,4.100
18GY2075,38.84354633,-122.82800533,514832.669,4299415.277,758.820,-43.360,-16.620,979870.625,0.010,4.070
18GY2076,38.84788317,-122.83166017,514514.598,4299895.929,740.160,-42.797,-15.887,979874.252,0.050,5.040
18GY2077,38.84924817,-122.83554017,514177.622,4300046.785,687.270,-42.406,-15.466,979885.141,0.020,5.010
18GY2078,38.84770817,-122.84296817,513533.331,4299874.762,703.990,-42.012,-15.292,979882.368,0.020,4.770
18GY2079,38.84514783,-122.85040617,512888.330,4299589.568,598.290,-41.132,-14.622,979904.026,0.040,4.440
18GY2080,38.84274950,-122.85458933,512525.728,4299322.848,523.020,-40.532,-14.172,979918.764,0.050,4.810
18GY2081,38.84055267,-122.85935917,512112.150,4299078.426,446.120,-39.646,-13.446,979931.841,0.300,7.460
18GY2082,38.83860417,-122.86263900,511827.824,4298861.775,435.970,-38.888,-12.848,979934.851,0.270,7.020
18GY2083,38.83741917,-122.86948383,511233.945,4298729.410,444.390,-37.431,-11.591,979935.777,0.100,5.800
18GY2084,38.83608900,-122.87261867,510962.072,4298581.422,395.710,-36.380,-10.660,979944.396,0.600,7.630
18GY2085,38.83207883,-122.87294867,510934.049,4298136.389,378.540,-36.513,-11.003,979948.915,0.210,5.980
18GY2086,38.82851200,-122.87624017,510648.887,4297740.201,394.740,-36.125,-10.875,979946.771,0.230,5.030
18GY2087,38.82912200,-122.88014667,510309.703,4297807.438,444.600,-35.857,-10.687,979937.597,0.230,4.780
18GY2088,38.83122533,-122.88160000,510183.249,4298040.671,524.030,-36.135,-10.935,979922.375,0.020,4.380
18GY2089,38.83379383,-122.88124000,510214.126,4298325.728,567.060,-35.776,-10.456,979914.877,0.030,4.050
18GY2090,38.82699517,-122.88200483,510148.716,4297571.222,353.340,-34.857,-9.797,979955.587,0.240,5.440
18GY2091,38.82680183,-122.88785133,509641.239,4297549.129,304.390,-34.138,-9.188,979965.235,0.100,6.060
18GY2092,38.82443667,-122.88368483,510003.245,4297287.129,269.260,-34.335,-9.395,979970.313,0.080,7.440
18GY2093,38.84268633,-122.82430033,515154.390,4299320.458,790.140,-43.074,-16.334,979864.217,0.030,4.560
18GY2094,38.84050967,-122.82031383,515500.836,4299079.595,858.370,-43.467,-16.807,979849.248,0.050,5.590
18GY2095,38.84052283,-122.81521233,515943.584,4299081.939,902.200,-43.166,-16.446,979840.892,0.030,5.670
18GY2096,38.83744950,-122.81421917,516030.472,4298741.078,909.860,-42.696,-16.126,979838.251,0.050,7.010
18GY2097,38.83792783,-122.80866267,516512.621,4298795.152,925.900,-42.748,-16.078,979836.562,0.010,5.550
18GY2098,38.83492433,-122.80677267,516677.361,4298462.210,862.710,-42.768,-16.178,979848.585,0.160,5.610
18GY2099,38.83282600,-122.80468617,516858.957,4298229.752,789.280,-43.191,-16.631,979863.567,0.010,4.390
18GY2100,38.83016417,-122.80978583,516416.933,4297933.445,679.860,-43.516,-17.096,979884.435,0.040,4.370
18GY2101,38.82745417,-122.80726933,516636.002,4297633.185,679.110,-43.299,-16.979,979884.749,0.030,4.180
18GY2102,38.82855417,-122.79788133,517450.650,4297757.008,862.470,-43.333,-16.933,979847.684,0.020,5.430
18GY2103,38.82409417,-122.79216483,517947.984,4297263.213,853.220,-43.153,-16.893,979849.980,0.030,4.730
18GY2104,38.82571733,-122.80338933,516973.217,4297441.172,706.570,-43.270,-17.000,979879.373,0.020,4.060
18GY2105,38.82343233,-122.80777267,516593.249,4297186.806,675.490,-43.080,-16.990,979883.801,0.020,5.700
18GY2106,38.80117317,-122.77119717,519774.517,4294724.115,771.550,-38.420,-12.980,979867.031,0.030,6.370
18GY2107,38.80830667,-122.79116633,518038.665,4295511.538,981.650,-39.262,-13.862,979824.106,0.130,7.960
18GY2108,38.80438317,-122.79157467,518004.202,4295076.084,915.960,-39.192,-13.972,979837.100,0.030,7.550
18GY2109,38.80470983,-122.78664650,518432.041,4295113.319,846.660,-39.246,-13.886,979852.259,0.180,5.930
18GY2110,38.80577833,-122.78238167,518802.082,4295232.759,861.090,-38.368,-12.908,979850.487,0.060,5.850
18GY2111,38.80493333,-122.77660017,519304.322,4295140.203,866.870,-38.003,-12.493,979849.546,0.040,5.950
18GY2112,38.80566833,-122.77863517,519127.422,4295221.333,889.850,-38.458,-12.958,979844.008,0.090,6.600
18GY2113,38.80186633,-122.79048133,518099.779,4294797.019,882.530,-39.426,-14.306,979842.107,0.100,8.630
18GY2114,38.80652667,-122.79024983,518118.695,4295314.202,942.460,-38.943,-13.603,979832.871,0.030,7.030
18GY2115,38.81059350,-122.79443633,517754.168,4295764.654,999.310,-39.609,-14.149,979819.654,0.090,8.810
18GY2116,38.80770667,-122.79508967,517698.160,4295444.188,917.020,-39.245,-13.905,979837.313,0.030,7.370
18GY2117,38.81244517,-122.80333267,516981.304,4295968.427,856.620,-40.163,-14.673,979849.736,0.040,6.270
18GY2118,38.81505700,-122.79733617,517501.293,4296259.388,963.550,-40.299,-14.649,979827.639,0.070,7.530
18GY2119,38.81547517,-122.81511733,515957.452,4296302.518,853.310,-40.494,-15.044,979849.820,0.050,6.770
18GY2120,38.81950683,-122.82951833,514706.341,4296747.463,893.630,-40.178,-14.788,979840.071,0.030,9.300
18GY2121,38.82249867,-122.83817650,513954.104,4297078.089,866.580,-39.713,-14.313,979846.204,0.050,9.190
18GY2122,38.82446533,-122.84137967,513675.658,4297295.834,870.280,-39.811,-14.361,979845.306,0.080,9.440
18GY2123,38.82182200,-122.83332500,514375.401,4297003.759,826.930,-40.484,-15.004,979855.964,0.060,6.360
18GY2124,38.81343867,-122.78278833,518764.752,4296082.709,1080.750,-38.114,-12.384,979804.642,0.030,9.620
18GY2125,38.79842317,-122.77443033,519494.515,4294418.263,776.490,-38.274,-13.014,979866.507,0.020,5.830
18GY2126,38.80047817,-122.76863717,519997.013,4294647.554,826.540,-37.979,-12.559,979856.910,0.020,6.110
19GY2183,38.84749883,-122.73891867,522562.773,4299872.198,850.020,-51.324,-23.274,979845.734,0.030,3.500
19GY2184,38.84882417,-122.72756750,523547.388,4300022.143,947.740,-50.537,-22.387,979826.319,0.060,4.690
19GY2245,38.74987533,-122.82841633,514816.504,4289020.975,648.840,-23.162,-1.472,979902.395,0.040,5.740
19GY2246,38.75830250,-122.82432317,515170.398,4289956.767,695.770,-26.591,-4.361,979889.840,0.030,6.430
19GY2127,38.94410017,-122.65227183,530041.136,4310616.873,419.830,-33.432,-0.952,979957.345,0.080,2.460
19GY2128,38.93774333,-122.65446483,529853.759,4309910.741,451.440,-35.127,-2.877,979948.699,0.040,2.670
19GY2129,38.92942467,-122.65618150,529708.455,4308987.071,564.610,-38.334,-6.464,979923.460,0.020,1.840
19GY2130,38.92497617,-122.65936783,529434.107,4308492.393,556.760,-39.210,-7.490,979923.855,0.020,1.710
19GY2131,38.91989933,-122.66264933,529151.731,4307927.968,560.410,-42.008,-10.488,979919.355,0.030,2.250
19GY2132,38.90965900,-122.64833500,530397.051,4306796.307,536.380,-40.374,-9.264,979925.563,0.030,1.470
19GY2133,38.90834367,-122.67135567,528401.581,4306642.905,643.710,-41.869,-10.829,979902.521,0.060,1.910
19GY2134,38.90644200,-122.67978350,527671.578,4306429.282,649.050,-43.949,-12.979,979899.499,0.020,1.640
19GY2135,38.89683133,-122.69663100,526214.305,4305357.817,748.650,-47.920,-17.440,979874.254,0.020,2.580
19GY2136,38.89108433,-122.70983183,525071.556,4304716.364,816.190,-50.829,-20.669,979857.320,0.020,2.880
19GY2137,38.88953917,-122.72611967,523659.475,4304540.536,788.810,-52.796,-22.756,979860.654,0.000,2.800
19GY2138,38.87666533,-122.72700933,523586.589,4303111.731,797.460,-53.950,-24.480,979856.480,0.020,2.990
19GY2139,38.86375483,-122.71755317,524411.291,4301681.588,854.380,-53.739,-24.809,979844.181,0.010,3.220
19GY2140,38.85382767,-122.72194783,524033.363,4300578.834,869.500,-48.177,-19.727,979846.087,0.020,3.040
19GY2141,38.85568767,-122.73601050,522812.517,4300781.611,865.800,-49.242,-20.802,979845.310,0.040,3.640
19GY2142,38.85767767,-122.74726500,521835.353,4300999.671,813.460,-49.754,-21.294,979855.848,0.080,3.010
19GY2143,38.85775583,-122.75420467,521233.192,4301006.701,761.160,-49.542,-21.122,979866.760,0.050,2.550
19GY2144,38.85308900,-122.75969783,520757.927,4300487.571,700.210,-45.758,-17.558,979881.967,0.020,2.640
19GY2145,38.91253317,-122.75877500,520820.571,4307084.129,721.880,-53.070,-22.240,979876.399,0.010,1.910
19GY2146,38.91822850,-122.74749217,521797.052,4307718.774,641.700,-50.924,-19.724,979894.713,0.020,1.930
19GY2147,38.92554050,-122.74295567,522188.052,4308531.270,595.730,-48.729,-17.149,979906.925,0.010,1.550
19GY2148,38.93866767,-122.73802617,522611.180,4309989.183,567.220,-47.046,-14.886,979915.464,0.020,1.430
19GY2149,38.94965817,-122.73194483,523134.658,4311210.313,570.960,-43.488,-10.858,979918.933,0.030,1.760
19GY2150,38.95412850,-122.72574017,523670.834,4311707.978,528.980,-40.111,-7.251,979930.834,0.010,1.840
19GY2151,38.95599867,-122.71590883,524522.076,4311918.118,536.890,-38.573,-5.613,979931.111,0.040,1.720
19GY2152,38.96188550,-122.70881267,525134.856,4312573.312,509.320,-39.381,-6.161,979936.104,0.030,1.830
19GY2153,38.94517633,-122.73392300,522964.690,4310712.468,554.170,-44.656,-12.196,979920.852,0.030,1.560
19GY2154,38.94217117,-122.78563583,518483.983,4310367.180,551.510,-48.536,-16.576,979916.877,0.020,1.910
19GY2155,38.94371267,-122.79771717,517436.577,4310535.845,543.420,-47.777,-15.887,979919.334,0.010,1.930
19GY2156,38.94269767,-122.80839333,516511.587,4310421.213,515.650,-46.793,-15.043,979925.928,0.020,1.660
19GY2157,38.94481283,-122.81417817,516009.771,4310654.891,514.980,-46.064,-14.284,979927.195,0.020,1.440
19GY2158,38.94729117,-122.82070283,515443.793,4310928.775,498.280,-44.802,-12.992,979931.992,0.030,1.390
19GY2159,38.94972633,-122.82490433,515079.179,4311198.293,490.900,-43.009,-11.149,979935.502,0.020,1.330
19GY2160,38.95685667,-122.82635617,514951.861,4311989.294,497.130,-43.054,-10.914,979934.800,0.030,1.400
19GY2161,38.96569533,-122.82768617,514834.766,4312969.888,448.540,-41.934,-9.394,979946.250,0.040,1.350
19GY2162,38.97157900,-122.82865783,514749.357,4313622.633,432.640,-41.610,-8.830,979950.324,0.000,1.230
19GY2163,38.97350233,-122.83183767,514473.498,4313835.549,425.200,-40.431,-7.591,979953.247,0.000,1.110
19GY2164,38.97470583,-122.83728917,514001.014,4313968.242,424.120,-38.504,-5.694,979955.581,0.010,1.020
19GY2165,38.97864267,-122.84652533,513200.195,4314403.720,434.990,-37.057,-4.207,979955.381,0.010,0.890
19GY2166,38.96172183,-122.82715433,514881.679,4312529.042,462.880,-41.883,-9.523,979943.067,0.030,1.430
