Numero ^ Tunnus ^ Osasto ^ Vuosi ^ Reikanro ^ Kl100 ^ Yht_X ^ Yht_Y ^ Kkj_X ^ Kkj_y ^ Z ^ Syvyys ^ Kaltevuus ^ Suunta
int ^ char ^ char ^ int ^ char ^ char ^ int ^ int ^ int ^ int ^ real ^ real ^ real ^ real
3314 ^ M371494R830    ^ M ^ 94 ^ 830    ^ 3714 ^ 7511500 ^ 3499301 ^ 7511500 ^ 3499300 ^ 233.00 ^ 0.00 ^ 90.00 ^ 0.00
3315 ^ M371494R830    ^ M ^ 94 ^ 830    ^ 3714 ^ 7511500 ^ 3499301 ^ 7511500 ^ 3499300 ^ 233.00 ^ 413.00 ^ 90.00 ^ 0.00
3316 ^ M371494R831    ^ M ^ 94 ^ 831    ^ 3714 ^ 7511850 ^ 3497171 ^ 7511850 ^ 3497170 ^ 218.00 ^ 0.00 ^ 45.00 ^ 0.00
3317 ^ M371494R831    ^ M ^ 94 ^ 831    ^ 3714 ^ 7511850 ^ 3497171 ^ 7511850 ^ 3497170 ^ 218.00 ^ 186.50 ^ 45.00 ^ 0.00
3318 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 0.00 ^ 80.20 ^ 180.00
3319 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 10.00 ^ 80.10 ^ 180.00
3320 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 20.00 ^ 80.10 ^ 180.00
3321 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 30.00 ^ 80.20 ^ 180.00
3322 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 40.00 ^ 80.50 ^ 180.00
3323 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 50.00 ^ 80.70 ^ 180.00
3324 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 60.00 ^ 80.60 ^ 180.00
3325 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 70.00 ^ 80.80 ^ 180.00
3326 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 80.00 ^ 80.80 ^ 180.00
3327 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 90.00 ^ 80.70 ^ 180.00
3328 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 100.00 ^ 80.80 ^ 180.00
3329 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 110.00 ^ 80.40 ^ 180.00
3330 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 120.00 ^ 80.30 ^ 180.00
3331 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 130.00 ^ 80.40 ^ 180.00
3332 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 140.00 ^ 80.40 ^ 180.00
3333 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 150.00 ^ 80.30 ^ 180.00
3334 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 160.00 ^ 80.40 ^ 180.00
3335 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 170.00 ^ 80.40 ^ 180.00
3336 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 180.00 ^ 80.40 ^ 180.00
3337 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 190.00 ^ 80.30 ^ 180.00
3338 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 200.00 ^ 80.30 ^ 180.00
3339 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 210.00 ^ 80.10 ^ 180.00
3340 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 220.00 ^ 80.00 ^ 180.00
3341 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 230.00 ^ 80.00 ^ 180.00
3342 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 240.00 ^ 80.00 ^ 180.00
3343 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 250.00 ^ 80.10 ^ 180.00
3344 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 260.00 ^ 80.20 ^ 180.00
3345 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 270.00 ^ 80.10 ^ 180.00
3346 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 280.00 ^ 80.00 ^ 180.00
3347 ^ M371495R832    ^ M ^ 95 ^ 832    ^ 3714 ^ 7511400 ^ 3497201 ^ 7511400 ^ 3497200 ^ 222.50 ^ 487.30 ^ 80.00 ^ 180.00
3348 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 0.00 ^ 84.80 ^ 180.00
3349 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 10.00 ^ 84.80 ^ 180.00
3350 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 20.00 ^ 84.80 ^ 180.00
3351 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 30.00 ^ 85.10 ^ 180.00
3352 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 40.00 ^ 85.40 ^ 180.00
3353 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 50.00 ^ 85.10 ^ 180.00
3354 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 60.00 ^ 85.60 ^ 180.00
3355 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 70.00 ^ 85.60 ^ 180.00
3356 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 80.00 ^ 85.70 ^ 180.00
3357 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 90.00 ^ 85.80 ^ 180.00
3358 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 100.00 ^ 86.10 ^ 180.00
3359 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 110.00 ^ 86.50 ^ 180.00
3360 ^ M371495R833    ^ M ^ 95 ^ 833    ^ 3714 ^ 7511200 ^ 3496621 ^ 7511200 ^ 3496620 ^ 228.00 ^ 110.30 ^ 86.50 ^ 180.00
3361 ^ M371495R834    ^ M ^ 95 ^ 834    ^ 3714 ^ 7511350 ^ 3497801 ^ 7511350 ^ 3497800 ^ 229.00 ^ 0.00 ^ 70.60 ^ 360.00
3362 ^ M371495R834    ^ M ^ 95 ^ 834    ^ 3714 ^ 7511350 ^ 3497801 ^ 7511350 ^ 3497800 ^ 229.00 ^ 10.00 ^ 70.90 ^ 360.00
3363 ^ M371495R834    ^ M ^ 95 ^ 834    ^ 3714 ^ 7511350 ^ 3497801 ^ 7511350 ^ 3497800 ^ 229.00 ^ 20.00 ^ 70.70 ^ 360.00
3364 ^ M371495R834    ^ M ^ 95 ^ 834    ^ 3714 ^ 7511350 ^ 3497801 ^ 7511350 ^ 3497800 ^ 229.00 ^ 30.00 ^ 70.90 ^ 360.00
3365 ^ M371495R834    ^ M ^ 95 ^ 834    ^ 3714 ^ 7511350 ^ 3497801 ^ 7511350 ^ 3497800 ^ 229.00 ^ 40.00 ^ 71.30 ^ 360.00
3366 ^ M371495R834    ^ M ^ 95 ^ 834    ^ 3714 ^ 7511350 ^ 3497801 ^ 7511350 ^ 3497800 ^ 229.00 ^ 50.00 ^ 71.30 ^ 360.00
3367 ^ M371495R834    ^ M ^ 95 ^ 834    ^ 3714 ^ 7511350 ^ 3497801 ^ 7511350 ^ 3497800 ^ 229.00 ^ 170.90 ^ 71.30 ^ 360.00
3368 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 0.00 ^ 45.00 ^ 135.00
3369 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 10.00 ^ 45.20 ^ 135.00
3370 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 20.00 ^ 45.50 ^ 135.00
3371 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 30.00 ^ 45.50 ^ 135.00
3372 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 40.00 ^ 45.40 ^ 135.00
3373 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 50.00 ^ 45.40 ^ 135.00
3374 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 60.00 ^ 45.50 ^ 135.00
3375 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 70.00 ^ 45.50 ^ 135.00
3376 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 80.00 ^ 45.80 ^ 135.00
3377 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 90.00 ^ 45.80 ^ 135.00
3378 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 100.00 ^ 45.80 ^ 135.00
3379 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 110.00 ^ 45.70 ^ 135.00
3380 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 120.00 ^ 45.70 ^ 135.00
3381 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 130.00 ^ 45.60 ^ 135.00
3382 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 140.00 ^ 45.30 ^ 135.00
3383 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 150.00 ^ 45.30 ^ 135.00
3384 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 160.00 ^ 45.50 ^ 135.00
3385 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 170.00 ^ 45.70 ^ 135.00
3386 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 180.00 ^ 45.70 ^ 135.00
3387 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 190.00 ^ 46.00 ^ 135.00
3388 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 200.00 ^ 46.00 ^ 135.00
3389 ^ M371495R835    ^ M ^ 95 ^ 835    ^ 3714 ^ 7511100 ^ 3497901 ^ 7511100 ^ 3497900 ^ 228.00 ^ 200.80 ^ 46.00 ^ 135.00
3390 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 0.00 ^ 70.20 ^ 360.00
3391 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 10.00 ^ 70.90 ^ 360.00
3392 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 20.00 ^ 71.00 ^ 360.00
3393 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 30.00 ^ 71.30 ^ 360.00
3394 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 40.00 ^ 71.60 ^ 360.00
3395 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 50.00 ^ 71.90 ^ 360.00
3396 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 60.00 ^ 72.50 ^ 360.00
3397 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 70.00 ^ 72.70 ^ 360.00
3398 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 80.00 ^ 73.00 ^ 360.00
3399 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 90.00 ^ 73.20 ^ 360.00
3400 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 100.00 ^ 73.30 ^ 360.00
3401 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 110.00 ^ 73.60 ^ 360.00
3402 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 120.00 ^ 73.50 ^ 360.00
3403 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 130.00 ^ 73.60 ^ 360.00
3404 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 140.00 ^ 73.90 ^ 360.00
3405 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 150.00 ^ 74.00 ^ 360.00
3406 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 160.00 ^ 74.10 ^ 360.00
3407 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 170.00 ^ 74.10 ^ 360.00
3408 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 180.00 ^ 74.20 ^ 360.00
3409 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 190.00 ^ 74.30 ^ 360.00
3410 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 200.00 ^ 74.50 ^ 360.00
3411 ^ M371495R836    ^ M ^ 95 ^ 836    ^ 3714 ^ 7511450 ^ 3497801 ^ 7511450 ^ 3497800 ^ 230.00 ^ 202.30 ^ 74.50 ^ 360.00
3412 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 0.00 ^ 70.60 ^ 90.00
3413 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 10.00 ^ 70.10 ^ 90.00
3414 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 20.00 ^ 70.20 ^ 90.00
3415 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 30.00 ^ 70.30 ^ 90.00
3416 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 40.00 ^ 70.40 ^ 90.00
3417 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 50.00 ^ 70.80 ^ 90.00
3418 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 60.00 ^ 70.80 ^ 90.00
3419 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 70.00 ^ 70.90 ^ 90.00
3420 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 80.00 ^ 71.00 ^ 90.00
3421 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 90.00 ^ 71.00 ^ 90.00
3422 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 100.00 ^ 70.80 ^ 90.00
3423 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 110.00 ^ 70.80 ^ 90.00
3424 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 120.00 ^ 70.70 ^ 90.00
3425 ^ M371495R837    ^ M ^ 95 ^ 837    ^ 3714 ^ 7511850 ^ 3497951 ^ 7511850 ^ 3497950 ^ 222.50 ^ 150.00 ^ 70.70 ^ 90.00
3426 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 0.00 ^ 70.40 ^ 90.00
3427 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 10.00 ^ 71.00 ^ 90.00
3428 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 20.00 ^ 71.10 ^ 90.00
3429 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 30.00 ^ 71.10 ^ 90.00
3430 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 40.00 ^ 71.10 ^ 90.00
3431 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 50.00 ^ 71.00 ^ 90.00
3432 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 60.00 ^ 71.30 ^ 90.00
3433 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 70.00 ^ 71.20 ^ 90.00
3434 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 80.00 ^ 71.50 ^ 90.00
3435 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 90.00 ^ 71.40 ^ 90.00
3436 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 100.00 ^ 71.20 ^ 90.00
3437 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 110.00 ^ 71.70 ^ 90.00
3438 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 120.00 ^ 71.50 ^ 90.00
3439 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 130.00 ^ 72.00 ^ 90.00
3440 ^ M371495R838    ^ M ^ 95 ^ 838    ^ 3714 ^ 7511850 ^ 3498051 ^ 7511850 ^ 3498050 ^ 222.50 ^ 140.90 ^ 72.00 ^ 90.00
3441 ^ M371495R839    ^ M ^ 95 ^ 839    ^ 3714 ^ 7511900 ^ 3498051 ^ 7511900 ^ 3498050 ^ 220.50 ^ 0.00 ^ 69.40 ^ 90.00
3442 ^ M371495R839    ^ M ^ 95 ^ 839    ^ 3714 ^ 7511900 ^ 3498051 ^ 7511900 ^ 3498050 ^ 220.50 ^ 10.00 ^ 69.50 ^ 90.00
3443 ^ M371495R839    ^ M ^ 95 ^ 839    ^ 3714 ^ 7511900 ^ 3498051 ^ 7511900 ^ 3498050 ^ 220.50 ^ 20.00 ^ 69.50 ^ 90.00
3444 ^ M371495R839    ^ M ^ 95 ^ 839    ^ 3714 ^ 7511900 ^ 3498051 ^ 7511900 ^ 3498050 ^ 220.50 ^ 30.00 ^ 69.30 ^ 90.00
3445 ^ M371495R839    ^ M ^ 95 ^ 839    ^ 3714 ^ 7511900 ^ 3498051 ^ 7511900 ^ 3498050 ^ 220.50 ^ 40.00 ^ 69.40 ^ 90.00
3446 ^ M371495R839    ^ M ^ 95 ^ 839    ^ 3714 ^ 7511900 ^ 3498051 ^ 7511900 ^ 3498050 ^ 220.50 ^ 50.00 ^ 69.40 ^ 90.00
3447 ^ M371495R839    ^ M ^ 95 ^ 839    ^ 3714 ^ 7511900 ^ 3498051 ^ 7511900 ^ 3498050 ^ 220.50 ^ 60.00 ^ 69.60 ^ 90.00
3448 ^ M371495R839    ^ M ^ 95 ^ 839    ^ 3714 ^ 7511900 ^ 3498051 ^ 7511900 ^ 3498050 ^ 220.50 ^ 90.40 ^ 69.60 ^ 90.00
3449 ^ M371495R840    ^ M ^ 95 ^ 840    ^ 3714 ^ 7512000 ^ 3498001 ^ 7512000 ^ 3498000 ^ 220.50 ^ 0.00 ^ 70.50 ^ 90.00
3450 ^ M371495R840    ^ M ^ 95 ^ 840    ^ 3714 ^ 7512000 ^ 3498001 ^ 7512000 ^ 3498000 ^ 220.50 ^ 10.00 ^ 70.60 ^ 90.00
3451 ^ M371495R840    ^ M ^ 95 ^ 840    ^ 3714 ^ 7512000 ^ 3498001 ^ 7512000 ^ 3498000 ^ 220.50 ^ 20.00 ^ 70.60 ^ 90.00
3452 ^ M371495R840    ^ M ^ 95 ^ 840    ^ 3714 ^ 7512000 ^ 3498001 ^ 7512000 ^ 3498000 ^ 220.50 ^ 30.00 ^ 70.80 ^ 90.00
